web-scraper-order,web-scraper-start-url,price,location,address,type,nobeds,nobath,sqft_price,size,pagination,pagination-href
"1647922651-12021","https://www.edgeprop.my/buy/johor/all-residential?page=306","RM 420,000","Taman Kota Masai","Taman Kota Masai, Pasir Gudang, Johor","Landed","5 beds","4 bath","RM 205/sqft","2,048 sqft","",""
"1647920674-5490","https://www.edgeprop.my/buy/johor/all-residential?page=633","RM 450,000","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","4 beds","3 bath","RM 346/sqft","1,300 sqft","",""
"1647923343-13866","https://www.edgeprop.my/buy/johor/all-residential?page=214","RM 769,000EdgeProp Only","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","4 beds","3 bath","2 carpark","RM 369/sqft","",""
"1647923723-15075","https://www.edgeprop.my/buy/johor/all-residential?page=153","RM 430,000EdgeProp Only","Bandar Tiram","Ulu Tiram, Johor","Landed","4 beds","3 bath","RM 307/sqft","1,400 sqft","",""
"1647920233-3869","https://www.edgeprop.my/buy/johor/all-residential?page=714","RM 588,000","Taman Melawati","Skudai, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647921140-7111","https://www.edgeprop.my/buy/johor/all-residential?page=552","RM 550,000EdgeProp Only","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","4 beds","3 bath","RM 293/sqft","1,875 sqft","",""
"1647921849-9440","https://www.edgeprop.my/buy/johor/all-residential?page=435","RM 308,000","Taman Nusa Bestari 1","Jalan Bestari, Johor Bahru, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647923327-13799","https://www.edgeprop.my/buy/johor/all-residential?page=217","RM 708,000EdgeProp Only","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","4 + 1 beds","1 bath","RM -","- sqft","",""
"1647919974-2992","https://www.edgeprop.my/buy/johor/all-residential?page=758","RM 315,000","1Tebrau (One Tebrau Residence)","Jalan Tebrau, Johor Bahru, Johor","Non Landed","1 beds","1 bath","RM 507/sqft","621 sqft","",""
"1647921354-7863","https://www.edgeprop.my/buy/johor/all-residential?page=514","RM 750,000EdgeProp Only","Jalan Rosmerah 3/6","Johor Bharu, Johor","Landed","4 beds","3 bath","RM 234/sqft","3,200 sqft","",""
"1647921864-9489","https://www.edgeprop.my/buy/johor/all-residential?page=433","RM 358,000","Taman Kota Masai","Taman Kota Masai, Pasir Gudang, Johor","Landed","3 beds","3 bath","RM 294/sqft","1,216 sqft","",""
"1647922375-11247","https://www.edgeprop.my/buy/johor/all-residential?page=345","RM 150,000EdgeProp Only","Ria Apartment 2","Jalan Cenderai 19, Taman Megah Ria, 81750 Masai, Johor, Masai, Johor","Non Landed","3 beds","2 bath","RM 165/sqft","904 sqft","",""
"1647923581-14610","https://www.edgeprop.my/buy/johor/all-residential?page=177","RM 480,000EdgeProp Only","Taman Mount Austin","Johor Bahru, Johor","Landed","4 beds","2 bath","RM 342/sqft","1,400 sqft","",""
"1647920578-5147","https://www.edgeprop.my/buy/johor/all-residential?page=650","RM 395,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 256/sqft","1,540 sqft","",""
"1647920179-3669","https://www.edgeprop.my/buy/johor/all-residential?page=724","RM 668,000EdgeProp Only","Taman Mutiara Mas","Jalan Mutiara, Skudai, Johor","Landed","5 beds","4 bath","2 carpark","RM 397/sqft","",""
"1647923972-15915","https://www.edgeprop.my/buy/johor/all-residential?page=111","RM 388,000EdgeProp Only","Larkin Heights","Jalan Dato Jaafar, Larkin, Johor Bahru, Johor","Non Landed","3 + 1 beds","2 bath","2 carpark","RM 321/sqft","",""
"1647920474-4753","https://www.edgeprop.my/buy/johor/all-residential?page=670","RM 418,000EdgeProp Only","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 298/sqft","1,400 sqft","",""
"1647921639-8806","https://www.edgeprop.my/buy/johor/all-residential?page=467","RM 510,000","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","4 beds","3 bath","RM 141/sqft","3,600 sqft","",""
"1647923493-14363","https://www.edgeprop.my/buy/johor/all-residential?page=189","RM 460,000EdgeProp Only","Bandar Layangkasa","Pasir Gudang, Johor","Landed","4 beds","3 bath","RM 133/sqft","3,448 sqft","",""
"1647921597-8664","https://www.edgeprop.my/buy/johor/all-residential?page=474","RM 588,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647923944-15833","https://www.edgeprop.my/buy/johor/all-residential?page=116","RM 499,000EdgeProp Only","Taman Daya","Off Jalan Daya, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 324/sqft","1,540 sqft","",""
"1647923327-13809","https://www.edgeprop.my/buy/johor/all-residential?page=217","RM 220,000EdgeProp Only","Mount Austin Flat","Jalan Mutiara Emas 2/2, Taman Mount Austin, 81100 Johor Bahru, Johor, Johor Bahru, Johor","Non Landed","- beds","- bath","1 carpark","RM 454/sqft","",""
"1647923293-13689","https://www.edgeprop.my/buy/johor/all-residential?page=223","RM 238,000EdgeProp Only","D'Summit Residences @ Kempas Utama","Jalan Kempas Utama, Johor Bahru, Johor","Non Landed","1 beds","1 bath","1 carpark","RM 451/sqft","",""
"1647923597-14663","https://www.edgeprop.my/buy/johor/all-residential?page=174","RM 2,800,000EdgeProp Only","Taman Sentosa","Jalan Sutera, Johor Bahru, Johor","Landed","5 beds","4 bath","RM 740/sqft","3,780 sqft","",""
"1647919319-738","https://www.edgeprop.my/buy/johor/all-residential?page=870","RM 395,000","Taman Nusa Perintis 2","Jalan Nusa Perintis, Gelang Patah, Johor","Landed","4 beds","3 bath","RM 329/sqft","1,200 sqft","",""
"1647923690-14969","https://www.edgeprop.my/buy/johor/all-residential?page=159","RM 1,380,000EdgeProp Only","Taman Gaya","Jalan Gaya, Jalan Sasa, Ulu Tiram, Johor","Landed","4 + 1 beds","5 bath","RM 431/sqft","3,200 sqft","",""
"1647921037-6732","https://www.edgeprop.my/buy/johor/all-residential?page=571","RM 385,000EdgeProp Only","Villa Bestari","Jalan Nb2 10/2, Taman Nusa Bestari 2, Nusa Bestari, Skudai, Johor","Non Landed","3 beds","2 bath","RM 266/sqft","1,442 sqft","",""
"1647923924-15791","https://www.edgeprop.my/buy/johor/all-residential?page=118","RM 565,000EdgeProp Only","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","2 carpark","RM 434/sqft","",""
"1647922375-11244","https://www.edgeprop.my/buy/johor/all-residential?page=345","RM 668,000EdgeProp Only","Taman Pulai Utama","Jalan Pulai, Skudai, Johor","Landed","5 beds","4 bath","RM 200/sqft","3,333 sqft","",""
"1647919366-906","https://www.edgeprop.my/buy/johor/all-residential?page=862","RM 448,000","JP Perdana (Jaya Putra Perdana)","jalan putra, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 382/sqft","1,170 sqft","",""
"1647920308-4136","https://www.edgeprop.my/buy/johor/all-residential?page=700","RM 880,000EdgeProp Only","Seri Austin Hill","Jalan Seri Austin 3/13, Skudai, Johor, Johor Bahru, Johor","Landed","4 beds","4 bath","2 carpark","RM -","",""
"1647920141-3519","https://www.edgeprop.my/buy/johor/all-residential?page=731","RM 599,000","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","5 beds","4 bath","RM 388/sqft","1,540 sqft","",""
"1647923962-15881","https://www.edgeprop.my/buy/johor/all-residential?page=113","RM 690,000EdgeProp Only","Danga Sutera","Persiaran Sutera Danga, Skudai, Johor","Landed","4 beds","3 bath","RM 479/sqft","1,440 sqft","",""
"1647920537-4990","https://www.edgeprop.my/buy/johor/all-residential?page=658","RM 800,000EdgeProp Only","Bandar Seri Alam","Bandar Seri Alam 81750 Masai Johor, Johor Bahru, Johor","Landed","4 + 1 beds","4 bath","RM 357/sqft","2,240 sqft","",""
"1647922296-10946","https://www.edgeprop.my/buy/johor/all-residential?page=360","RM 105,000","Flat Tasek 64, Bandar Baru Seri Alam","Jalan Tasek 64, Masai, Johor","Non Landed","3 beds","2 bath","RM 161/sqft","650 sqft","",""
"1647921386-7970","https://www.edgeprop.my/buy/johor/all-residential?page=509","RM 450,000EdgeProp Only","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","4 beds","3 bath","RM 292/sqft","1,540 sqft","",""
"1647922751-12287","https://www.edgeprop.my/buy/johor/all-residential?page=293","RM 98,000EdgeProp Only","Taman Titiwangsa","Kluang, Johor","Landed","2 beds","1 bath","1 carpark","RM 127/sqft","",""
"1647921459-8202","https://www.edgeprop.my/buy/johor/all-residential?page=497","RM 600,000EdgeProp Only","Molek Pine","Jalan Molek 1/27, Taman Molek, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 413/sqft","1,450 sqft","",""
"1647920688-5549","https://www.edgeprop.my/buy/johor/all-residential?page=630","RM 5,482,080","JB Residential Land","Johor Bahru, Johor","Landed","- beds","- bath","RM 5,482,080/acre","1 acre","",""
"1647919219-359","https://www.edgeprop.my/buy/johor/all-residential?page=889","RM 432,000","Alpinia @ Bandar Putra Kulai","Jalan Camar, Kulai, Johor","Landed","3 beds","3 bath","RM 308/sqft","1,400 sqft","",""
"1647920336-4241","https://www.edgeprop.my/buy/johor/all-residential?page=695","RM 538,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","2 bath","10 carpark","RM -","",""
"1647922110-10264","https://www.edgeprop.my/buy/johor/all-residential?page=394","RM 1,480,000","Taman Pelangi Indah","Ulu Tiram, Ulu Tiram, Johor","Landed","4 beds","3 bath","RM 180/sqft","8,200 sqft","",""
"1647922176-10477","https://www.edgeprop.my/buy/johor/all-residential?page=383","RM 870,000","Bandar Alam Masai","Masai, Johor","Landed","4 beds","4 bath","RM -","- sqft","",""
"1647919529-1502","https://www.edgeprop.my/buy/johor/all-residential?page=832","RM 230,000","Akademik Suite (Akimiat)","Jalan Austin Height Utama, Johor Bahru, Johor","Non Landed","Studio","1 bath","RM 414/sqft","555 sqft","",""
"1647921004-6619","https://www.edgeprop.my/buy/johor/all-residential?page=576","RM 429,000","Taman Kulai","Off Jalan Besar, Kulai, Johor","Landed","3 beds","2 bath","RM 278/sqft","1,540 sqft","",""
"1647922198-10570","https://www.edgeprop.my/buy/johor/all-residential?page=379","RM 283,000","TAMAN GADING BARU, JALAN KESANG LAUT, MUAR","JALAN GADING 4, Muar, Johor","Landed","5 beds","3 bath","2 carpark","RM 197/sqft","",""
"1647920379-4400","https://www.edgeprop.my/buy/johor/all-residential?page=687","RM 315,000","MANHATTAN @ Austin Heights","Jalan Austin Heights 8/4, Johor Bahru, Johor","Non Landed","1 beds","1 bath","RM 416/sqft","757 sqft","",""
"1647923384-13986","https://www.edgeprop.my/buy/johor/all-residential?page=208","RM 660,000EdgeProp Only","Taman Rinting","Jalan Balau, Masai, Johor","Landed","4 beds","4 bath","2 carpark","RM 235/sqft","",""
"1647919914-2742","https://www.edgeprop.my/buy/johor/all-residential?page=770","RM 400,000","Jalan Cyber 13","Senai, Johor","Landed","4 beds","4 bath","RM -","- sqft","",""
"1647921722-9063","https://www.edgeprop.my/buy/johor/all-residential?page=454","RM 620,000","Taman Sierra Perdana","Jalan Sierra Perdana 3, Masai, Johor","Landed","3 beds","2 bath","3 carpark","RM 193/sqft","",""
"1647919934-2821","https://www.edgeprop.my/buy/johor/all-residential?page=766","RM 468,000EdgeProp Only","Taman Desa Cemerlang","Off Jalan Tanjong, Ulu Tiram, Johor","Landed","4 beds","4 bath","2 carpark","RM 265/sqft","",""
"1647920937-6397","https://www.edgeprop.my/buy/johor/all-residential?page=587","RM 1,380,000","Taman Gaya","Jalan Gaya, Jalan Sasa, Ulu Tiram, Johor","Landed","4 + 1 beds","5 bath","RM -","- sqft","",""
"1647919794-2355","https://www.edgeprop.my/buy/johor/all-residential?page=789","RM 218,000EdgeProp Only","Apartment Putri Ria, Bandar Baru Kota Putri","Jalan Bayan 45, Bandar Baru Kota Puteri, Pasir Gudang, Masai, Johor","Non Landed","3 beds","2 bath","RM 229/sqft","950 sqft","",""
"1647924176-16614","https://www.edgeprop.my/buy/johor/all-residential?page=77","RM 430,000EdgeProp Only","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","4 beds","3 bath","2 carpark","RM -","",""
"1647919794-2364","https://www.edgeprop.my/buy/johor/all-residential?page=789","RM 570,000","Nusa bayu iskandar putri Johor bahru","Nusajaya, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647920185-3688","https://www.edgeprop.my/buy/johor/all-residential?page=723","RM 420,000","D'Putra Suites @ Bandar Putra Kulai","Lebuh Putra Utama, Kulai, Johor","Non Landed","2 beds","2 bath","RM 527/sqft","796 sqft","",""
"1647923935-15797","https://www.edgeprop.my/buy/johor/all-residential?page=117","RM 118,000EdgeProp Only","Flat Taman Ungku Tun Aminah","Jalan Hulubalang, Johor Bahru, Johor","Non Landed","2 beds","1 bath","RM 238/sqft","494 sqft","",""
"1647923729-15107","https://www.edgeprop.my/buy/johor/all-residential?page=152","RM 360,000EdgeProp Only","SuriaMas Suites","Jalan Serantau, Taman Dato Onn, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 360/sqft","1,000 sqft","",""
"1647922388-11279","https://www.edgeprop.my/buy/johor/all-residential?page=343","RM 235,000EdgeProp Only","D'Ambience Residences (Ikatan Flora), Bandar Baru Permas Jaya","Jalan Permas 2, Bandar Baru Permas Jaya, Permas Jaya/Senibong, Johor","Non Landed","1 beds","1 bath","RM 458/sqft","513 sqft","",""
"1647924197-16675","https://www.edgeprop.my/buy/johor/all-residential?page=73","RM 330,000EdgeProp Only","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647923769-15238","https://www.edgeprop.my/buy/johor/all-residential?page=145","RM 650,000EdgeProp Only","Eco Tropics","Pasir Gudang, Johor","Landed","3 beds","3 bath","RM 232/sqft","2,800 sqft","",""
"1647923192-13443","https://www.edgeprop.my/buy/johor/all-residential?page=235","RM 515,000EdgeProp Only","Taman Nusa Bayu","Iskandar Puteri (Nusajaya), Johor","Landed","4 beds","3 bath","RM 429/sqft","1,200 sqft","",""
"1647924343-17273","https://www.edgeprop.my/buy/johor/all-residential?page=44","RM 520,000EdgeProp Only","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","2 beds","2 bath","RM -","- sqft","",""
"1647922364-11213","https://www.edgeprop.my/buy/johor/all-residential?page=347","RM 310,000","Vista Seri Alam, Bandar Baru Seri Alam","Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor","Non Landed","3 beds","2 bath","1 carpark","RM 304/sqft","",""
"1647923511-14401","https://www.edgeprop.my/buy/johor/all-residential?page=187","RM 310,000","Molek Regency","Persiaran Bumi Hijau, Johor Bahru, Johor","Non Landed","Studio","1 bath","RM 484/sqft","640 sqft","",""
"1647919529-1512","https://www.edgeprop.my/buy/johor/all-residential?page=832","RM 138,000EdgeProp Only","Taman Cahaya Kota Putri Shop Apartment","Jalan Jelatang 4 Off Jalan Kempas, Masai, Johor","Non Landed","3 beds","2 bath","RM 200/sqft","687 sqft","",""
"1647921742-9118","https://www.edgeprop.my/buy/johor/all-residential?page=451","RM 355,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 328/sqft","1,080 sqft","",""
"1647919287-630","https://www.edgeprop.my/buy/johor/all-residential?page=876","RM 390,000","Country Garden @ Danga Bay","Lebuhraya Sultan Iskandar, Johor Bahru, Johor","Non Landed","2 beds","2 bath","1 carpark","RM 442/sqft","",""
"1647924389-17441","https://www.edgeprop.my/buy/johor/all-residential?page=35","RM 117,000EdgeProp Only","Taman Masai Utama","Jalan Masai Utama, Masai, Johor","Non Landed","3 beds","2 bath","RM -","- sqft","",""
"1647919491-1367","https://www.edgeprop.my/buy/johor/all-residential?page=839","RM 305,000","Taman Mutiara","Off Jalan Kota Tinggi, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 184/sqft","1,650 sqft","",""
"1647924025-16098","https://www.edgeprop.my/buy/johor/all-residential?page=102","RM 750,000EdgeProp Only","Taman Pelangi","Taman Pelangi, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 203/sqft","3,678 sqft","",""
"1647924141-16472","https://www.edgeprop.my/buy/johor/all-residential?page=84","RM 550,000EdgeProp Only","Palazio","Jalan Mutiara Emas 9/14, Taman Mount Austin, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 357/sqft","1,540 sqft","",""
"1647919158-139","https://www.edgeprop.my/buy/johor/all-residential?page=900","RM 700,000","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","4 beds","3 bath","RM 500/sqft","1,400 sqft","",""
"1647921042-6751","https://www.edgeprop.my/buy/johor/all-residential?page=570","RM 570,000EdgeProp Only","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 370/sqft","1,540 sqft","",""
"1647921566-8570","https://www.edgeprop.my/buy/johor/all-residential?page=479","RM 515,000","Taman Scientex","Off Jalan Persiaran Scientex, Pasir Gudang, Johor","Landed","4 beds","5 bath","RM 132/sqft","3,888 sqft","",""
"1647923820-15432","https://www.edgeprop.my/buy/johor/all-residential?page=136","RM 580,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM 400/sqft","",""
"1647920664-5434","https://www.edgeprop.my/buy/johor/all-residential?page=635","RM 458,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647919876-2637","https://www.edgeprop.my/buy/johor/all-residential?page=775","RM 215,000EdgeProp Only","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","2 beds","1 bath","RM 228/sqft","940 sqft","",""
"1647921404-8033","https://www.edgeprop.my/buy/johor/all-residential?page=506","RM 550,000EdgeProp Only","Seri Austin","Iskandar, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 392/sqft","1,400 sqft","",""
"1647921203-7351","https://www.edgeprop.my/buy/johor/all-residential?page=540","RM 395,000EdgeProp Only","Dedaun Hijau (Greenfield Regency)","Jalan Skudai Lama, Taman Tampoi Indah, Tampoi, Johor","Non Landed","3 beds","2 bath","1 carpark","RM 411/sqft","",""
"1647923967-15905","https://www.edgeprop.my/buy/johor/all-residential?page=112","RM 1,680,000EdgeProp Only","Taman Sutera Utama","Jalan Sutera Pulai 2/1, Skudai, Johor","Landed","5 + 1 beds","7 bath","RM 342/sqft","4,906 sqft","",""
"1647922312-10997","https://www.edgeprop.my/buy/johor/all-residential?page=357","RM 369,000","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647922758-12313","https://www.edgeprop.my/buy/johor/all-residential?page=292","RM 310,000EdgeProp Only","Nusa Heights (Nusa Puncak)","Lebuhraya Persisiran Pantai JB-Nusajaya, Gelang Patah, Johor","Non Landed","2 beds","2 bath","1 carpark","RM 413/sqft","",""
"1647920449-4659","https://www.edgeprop.my/buy/johor/all-residential?page=674","RM 398,000","Taman Pasir Putih","Taman Pasir Putih Pasir Gudang, Pasir Gudang, Johor","Landed","4 beds","3 bath","RM 226/sqft","1,760 sqft","",""
"1647923058-13141","https://www.edgeprop.my/buy/johor/all-residential?page=250","RM 900,000EdgeProp Only","Taman Ponderosa","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","4 + 1 beds","5 bath","2 carpark","RM 281/sqft","",""
"1647920623-5288","https://www.edgeprop.my/buy/johor/all-residential?page=643","RM 330,000","Seasons Luxury Apartments @ Amara Larkin","Jalan Tun Abdul Razak, Johor Bahru, Johor","Non Landed","2 beds","2 bath","RM 388/sqft","850 sqft","",""
"1647923723-15085","https://www.edgeprop.my/buy/johor/all-residential?page=153","RM 330,000EdgeProp Only","Jalan Merak 3","Jalan merak, Pasir Gudang, Johor","Landed","3 beds","3 bath","2 carpark","RM 343/sqft","",""
"1647921783-9236","https://www.edgeprop.my/buy/johor/all-residential?page=445","RM 245,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","2 beds","1 bath","RM 318/sqft","770 sqft","",""
"1647921566-8555","https://www.edgeprop.my/buy/johor/all-residential?page=479","RM 150,000","Sri Lanang Flat (Rumah Pangsa Sri Lanang)","Taman Desa Tebrau, 81100 Johor Bahru, Johor, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 200/sqft","750 sqft","",""
"1647919122-7","https://www.edgeprop.my/buy/johor/all-residential?page=907","RM 658,000","Taman Mutiara Rini","Off Jalan Gelang Patah, Skudai, Johor","Landed","4 beds","3 bath","RM 427/sqft","1,540 sqft","",""
"1647921055-6805","https://www.edgeprop.my/buy/johor/all-residential?page=567","RM 428,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 277/sqft","1,540 sqft","",""
"1647922213-10629","https://www.edgeprop.my/buy/johor/all-residential?page=376","RM 108,000","Flat Taman Ungku Tun Aminah","Jalan Hulubalang, Johor Bahru, Johor","Non Landed","2 beds","1 bath","RM 218/sqft","494 sqft","",""
"1647924176-16606","https://www.edgeprop.my/buy/johor/all-residential?page=77","RM 380,000EdgeProp Only","Taman Mutiara Rini","Off Jalan Gelang Patah, Skudai, Johor","Landed","3 beds","3 bath","RM 224/sqft","1,690 sqft","",""
"1647920114-3417","https://www.edgeprop.my/buy/johor/all-residential?page=736","RM 550,000EdgeProp Only","Taman Ehsan Jaya","Jalan EJ Off Jalan Kemuning, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 423/sqft","1,300 sqft","",""
"1647923807-15377","https://www.edgeprop.my/buy/johor/all-residential?page=138","RM 538,000EdgeProp Only","Taman Kempas Indah","Johor Bahru, Johor","Landed","5 beds","4 bath","RM 384/sqft","1,400 sqft","",""
"1647920120-3444","https://www.edgeprop.my/buy/johor/all-residential?page=735","RM 138,000","Kampung Yap Tau Sah","Jalan Kilang, Jalan Kacang, Kluang, Johor","Landed","2 beds","2 bath","RM 132/sqft","1,044 sqft","",""
"1647919513-1452","https://www.edgeprop.my/buy/johor/all-residential?page=835","RM 465,000","Taman Mount Austin","Johor Bahru, Johor","Landed","3 beds","2 bath","RM 332/sqft","1,400 sqft","",""
"1647919152-121","https://www.edgeprop.my/buy/johor/all-residential?page=901","RM 460,000","M Condominium 3bedroom RM460k","Jalan Dewata, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 418/sqft","1,100 sqft","",""
"1647921073-6869","https://www.edgeprop.my/buy/johor/all-residential?page=564","RM 298,000EdgeProp Only","Taman Kluang Barat","Off Jalan Batu Pahat, Kluang, Johor","Landed","4 beds","2 bath","2 carpark","RM 212/sqft","",""
"1647919909-2715","https://www.edgeprop.my/buy/johor/all-residential?page=771","RM 498,000EdgeProp Only","Taman Daya","Off Jalan Daya, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 323/sqft","1,540 sqft","",""
"1647921341-7822","https://www.edgeprop.my/buy/johor/all-residential?page=516","RM 490,000EdgeProp Only","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","4 beds","4 bath","RM 296/sqft","1,650 sqft","",""
"1647923135-13302","https://www.edgeprop.my/buy/johor/all-residential?page=242","RM 315,000EdgeProp Only","Seri Mutiara Apartments, Bandar Baru Seri Alam","Jalan Persiaran Seri Alam, Masai, Johor","Non Landed","3 beds","2 bath","1 carpark","RM 237/sqft","",""
"1647921525-8431","https://www.edgeprop.my/buy/johor/all-residential?page=486","RM 418,000","Taman Putri","Jalan Sri Putri, Kulai, Johor","Landed","4 beds","3 bath","RM 271/sqft","1,540 sqft","",""
"1647920623-5277","https://www.edgeprop.my/buy/johor/all-residential?page=643","RM 428,000","Taman Scientex Jaya Double Storey Renovated Unit","Taman Scientex Jaya, Senai, Johor","Landed","4 beds","3 bath","RM 396/sqft","1,080 sqft","",""
"1647919838-2528","https://www.edgeprop.my/buy/johor/all-residential?page=781","RM 298,000","Taman Mutiara","Off Jalan Kota Tinggi, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 193/sqft","1,540 sqft","",""
"1647923846-15524","https://www.edgeprop.my/buy/johor/all-residential?page=131","RM 558,000EdgeProp Only","Taman Melawati","Jalan Melawati, Skudai, Johor","Landed","5 beds","3 bath","RM 317/sqft","1,760 sqft","",""
"1647921750-9146","https://www.edgeprop.my/buy/johor/all-residential?page=450","RM 588,000","Taman Nusa Bestari Jaya","Skudai, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647919142-78","https://www.edgeprop.my/buy/johor/all-residential?page=903","RM 510,000","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 435/sqft","1,170 sqft","",""
"1647921657-8858","https://www.edgeprop.my/buy/johor/all-residential?page=464","RM 538,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 413/sqft","1,300 sqft","",""
"1647920563-5078","https://www.edgeprop.my/buy/johor/all-residential?page=653","RM 900,000","Bandar Baru Seri Alam","Persiaran Seri Alam, Masai, Johor","Landed","5 beds","5 bath","RM 351/sqft","2,560 sqft","",""
"1647924099-16347","https://www.edgeprop.my/buy/johor/all-residential?page=90","RM 498,000EdgeProp Only","Taman Molek","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","2 beds","2 bath","RM 355/sqft","1,400 sqft","",""
"1647920828-6052","https://www.edgeprop.my/buy/johor/all-residential?page=605","RM 450,000","Taman Molek","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM 292/sqft","",""
"1647919886-2671","https://www.edgeprop.my/buy/johor/all-residential?page=774","RM 638,000EdgeProp Only","The Garden Residency @ Bandar Baru Seri Alam","Masai, Johor","Landed","4 beds","4 bath","2 carpark","RM -","",""
"1647919584-1636","https://www.edgeprop.my/buy/johor/all-residential?page=825","RM 570,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 483/sqft","1,180 sqft","",""
"1647922915-12667","https://www.edgeprop.my/buy/johor/all-residential?page=274","RM 228,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","2 beds","1 bath","1 carpark","RM 294/sqft","",""
"1647921928-9666","https://www.edgeprop.my/buy/johor/all-residential?page=424","RM 470,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 401/sqft","1,170 sqft","",""
"1647919621-1755","https://www.edgeprop.my/buy/johor/all-residential?page=819","RM 225,000","Pangsapuri Persiaran Tanjung","Jalan Persiaran Tanjung, Tampoi, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 237/sqft","948 sqft","",""
"1647921682-8936","https://www.edgeprop.my/buy/johor/all-residential?page=460","RM 498,000","Taman Abad","Johor Bahru, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647921549-8513","https://www.edgeprop.my/buy/johor/all-residential?page=482","RM 525,000","Setia Eco Village","Jalan Laman Setia, Gelang Patah, Johor","Landed","4 beds","3 bath","RM 375/sqft","1,400 sqft","",""
